"GO_term_ID","gene_index","Uniprot_ID","gene_symbol","gene_name","GO_term_name","GO_term_definition"
"GO:0061900",4202,"P15260","IFNGR1","Interferon gamma receptor 1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",4483,"P20160","AZU1","Azurocidin","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",4501,"P20393","NR1D1","Nuclear receptor subfamily 1 group D member 1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",4576,"P21730","C5AR1","C5a anaphylatoxin chemotactic receptor 1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",4655,"P22894","MMP8","Neutrophil collagenase","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",4815,"P26441","CNTF","Ciliary neurotrophic factor","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",4909,"P28799","GRN","Progranulin","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",4927,"P29274","ADORA2A","Adenosine receptor A2a","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",5182,"P35225","IL13","Interleukin-13","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",5324,"P37840","SNCA","Alpha-synuclein","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",5331,"P38484","IFNGR2","Interferon gamma receptor 2","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",5738,"P49238","CX3CR1","CX3C chemokine receptor 1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",5808,"P49768","PSEN1","Presenilin-1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",6094,"P53634","CTSC","Dipeptidyl peptidase 1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",6176,"P55008","AIF1","Allograft inflammatory factor 1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",6745,"P78423","CX3CL1","Fractalkine","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",6776,"P80297","MT1X","Metallothionein-1X","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",7200,"Q07954","LRP1","Prolow-density lipoprotein receptor-related protein 1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",7531,"Q13315","ATM","Serine-protein kinase ATM","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",8065,"Q15109","AGER","Advanced glycosylation end product-specific receptor","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",9188,"Q5S007","LRRK2","Leucine-rich repeat serine/threonine-protein kinase 2","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",9389,"Q5TCY1","TTBK1","Tau-tubulin kinase 1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",10963,"Q7Z5A8","TAFA3","Chemokine-like protein TAFA-3","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",12663,"Q8NER1","TRPV1","Transient receptor potential cation channel subfamily V member 1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",15367,"Q99835","SMO","Smoothened homolog","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",15629,"Q9BT88","SYT11","Synaptotagmin-11","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",17308,"Q9NR96","TLR9","Toll-like receptor 9","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",17754,"Q9NYA1","SPHK1","Sphingosine kinase 1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",17841,"Q9NZC2","TREM2","Triggering receptor expressed on myeloid cells 2","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0061900",18713,"Q9ULZ2","STAP1","Signal-transducing adaptor protein 1","glial cell activation","A change in morphology and behavior of a glial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0090634",1907,"O43914","TYROBP","TYRO protein tyrosine kinase-binding protein","microglial cell mediated cytotoxicity","The directed killing of a target cell by a microglial cell."
"GO:0090634",3971,"P11215","ITGAM","Integrin alpha-M","microglial cell mediated cytotoxicity","The directed killing of a target cell by a microglial cell."
"GO:0090634",4377,"P17947","SPI1","Transcription factor PU.1","microglial cell mediated cytotoxicity","The directed killing of a target cell by a microglial cell."
"GO:0090634",5738,"P49238","CX3CR1","CX3C chemokine receptor 1","microglial cell mediated cytotoxicity","The directed killing of a target cell by a microglial cell."
"GO:0090634",18713,"Q9ULZ2","STAP1","Signal-transducing adaptor protein 1","microglial cell mediated cytotoxicity","The directed killing of a target cell by a microglial cell."
"GO:0097386",2546,"O94856","NFASC","Neurofascin","glial cell projection","A prolongation or process extending from a glial cell."
"GO:0097386",2608,"O95069","KCNK2","Potassium channel subfamily K member 2","glial cell projection","A prolongation or process extending from a glial cell."
"GO:0097386",2830,"O95807","TMEM50A","Transmembrane protein 50A","glial cell projection","A prolongation or process extending from a glial cell."
"GO:0097386",3262,"P05067","APP","Amyloid-beta precursor protein","glial cell projection","A prolongation or process extending from a glial cell."
"GO:0097386",3292,"P05198","EIF2S1","Eukaryotic translation initiation factor 2 subunit 1","glial cell projection","A prolongation or process extending from a glial cell."
